"subject","trial","phase","condition","look","outcome"
15,94,"acquisition","cs_minus_ns",1,"reward"
15,95,"acquisition","cs_minus_ns",1,"reward"
15,96,"acquisition","cs_plus_ns",1,"shock"
15,97,"acquisition","cs_minus_ns",0,NA
15,98,"acquisition","cs_minus_s",1,"reward"
15,99,"acquisition","cs_minus_s",1,"reward"
15,100,"acquisition","cs_minus_ns",1,"reward"
15,101,"acquisition","cs_plus_s",1,"shock"
15,102,"acquisition","cs_minus_ns",1,"reward"
15,103,"acquisition","cs_plus_ns",1,"shock"
15,104,"acquisition","cs_plus_ns",1,"shock"
15,105,"acquisition","cs_plus_ns",1,"shock"
15,106,"acquisition","cs_minus_s",1,"reward"
15,107,"acquisition","cs_plus_s",1,"shock"
15,108,"acquisition","cs_plus_ns",1,"shock"
15,109,"acquisition","cs_minus_ns",1,"reward"
15,110,"acquisition","cs_minus_s",1,"reward"
15,111,"acquisition","cs_plus_s",0,NA
15,112,"acquisition","cs_plus_s",0,NA
15,113,"test","cs_plus_ns",NA,NA
15,114,"test","cs_plus_s",NA,NA
15,115,"test","cs_minus_s",NA,NA
15,116,"test","cs_minus_ns",NA,NA
15,117,"test","cs_minus_ns",NA,NA
15,118,"test","cs_plus_ns",NA,NA
15,119,"test","cs_minus_s",NA,NA
15,120,"test","cs_plus_s",NA,NA
15,121,"test","cs_minus_s",NA,NA
15,122,"test","cs_plus_ns",NA,NA
15,123,"test","cs_plus_s",NA,NA
15,124,"test","cs_minus_ns",NA,NA
15,125,"test","cs_plus_ns",NA,NA
15,126,"test","cs_minus_s",NA,NA
15,127,"test","cs_minus_ns",NA,NA
15,128,"test","cs_plus_s",NA,NA
15,129,"test","cs_minus_s",NA,NA
15,130,"test","cs_plus_s",NA,NA
15,131,"test","cs_minus_ns",NA,NA
15,132,"test","cs_plus_ns",NA,NA
15,133,"test","cs_minus_s",NA,NA
15,134,"test","cs_plus_ns",NA,NA
15,135,"test","cs_minus_ns",NA,NA
15,136,"test","cs_plus_s",NA,NA
15,137,"test","cs_minus_s",NA,NA
15,138,"test","cs_minus_ns",NA,NA
15,139,"test","cs_plus_ns",NA,NA
15,140,"test","cs_plus_s",NA,NA
15,141,"test","cs_plus_s",NA,NA
15,142,"test","cs_minus_ns",NA,NA
15,143,"test","cs_minus_s",NA,NA
15,144,"test","cs_plus_ns",NA,NA
15,145,"test","cs_plus_ns",NA,NA
15,146,"test","cs_plus_s",NA,NA
15,147,"test","cs_minus_s",NA,NA
15,148,"test","cs_minus_ns",NA,NA
15,149,"test","cs_minus_s",NA,NA
15,150,"test","cs_plus_ns",NA,NA
15,151,"test","cs_minus_ns",NA,NA
15,152,"test","cs_plus_s",NA,NA
16,1,"acquisition","cs_minus_ns",1,"reward"
16,2,"acquisition","cs_plus_ns",1,"shock"
16,3,"acquisition","cs_minus_s",1,"reward"
16,4,"acquisition","cs_plus_s",1,"shock"
16,5,"acquisition","cs_plus_s",1,"shock"
16,6,"acquisition","cs_minus_s",1,"reward"
16,7,"acquisition","cs_plus_s",1,"shock"
16,8,"acquisition","cs_plus_ns",1,"shock"
16,9,"acquisition","cs_plus_ns",1,"shock"
16,10,"acquisition","cs_plus_s",1,"shock"
16,11,"acquisition","cs_minus_s",1,"reward"
16,12,"acquisition","cs_minus_ns",1,"reward"
16,13,"acquisition","cs_minus_s",0,NA
16,14,"acquisition","cs_minus_ns",1,"reward"
16,15,"acquisition","cs_minus_ns",1,"reward"
16,16,"acquisition","cs_plus_ns",0,NA
16,17,"acquisition","cs_plus_ns",0,NA
16,18,"acquisition","cs_minus_ns",1,"reward"
16,19,"acquisition","cs_plus_s",1,"shock"
16,20,"acquisition","cs_plus_ns",0,NA
16,21,"acquisition","cs_plus_s",1,"shock"
16,22,"acquisition","cs_minus_s",1,"reward"
16,23,"acquisition","cs_plus_s",1,"shock"
16,24,"acquisition","cs_minus_s",1,"reward"
16,25,"acquisition","cs_plus_ns",0,NA
16,26,"acquisition","cs_minus_ns",1,"reward"
16,27,"acquisition","cs_plus_ns",0,NA
16,28,"acquisition","cs_minus_s",1,"reward"
16,29,"acquisition","cs_plus_s",0,NA
16,30,"acquisition","cs_minus_s",1,"reward"
16,31,"acquisition","cs_minus_ns",1,"reward"
16,32,"acquisition","cs_minus_ns",1,"reward"
16,33,"acquisition","cs_minus_s",1,"reward"
16,34,"acquisition","cs_plus_s",0,NA
16,35,"acquisition","cs_minus_ns",1,"reward"
16,36,"acquisition","cs_minus_s",1,"reward"
16,37,"acquisition","cs_plus_s",0,NA
16,38,"acquisition","cs_plus_s",1,"shock"
16,39,"acquisition","cs_minus_s",1,"reward"
16,40,"acquisition","cs_plus_ns",0,NA
16,41,"acquisition","cs_minus_ns",1,"reward"
16,42,"acquisition","cs_minus_ns",1,"reward"
16,43,"acquisition","cs_plus_ns",0,NA
16,44,"acquisition","cs_plus_s",0,NA
16,45,"acquisition","cs_plus_ns",0,NA
16,46,"acquisition","cs_plus_ns",0,NA
16,47,"acquisition","cs_minus_s",1,"reward"
16,48,"acquisition","cs_minus_ns",1,"reward"
16,49,"acquisition","cs_minus_ns",1,"reward"
16,50,"acquisition","cs_plus_ns",0,NA
16,51,"acquisition","cs_plus_s",0,NA
16,52,"acquisition","cs_minus_ns",1,"reward"
16,53,"acquisition","cs_minus_s",1,"reward"
16,54,"acquisition","cs_minus_ns",1,"reward"
16,55,"acquisition","cs_plus_s",1,"shock"
16,56,"acquisition","cs_minus_s",1,"reward"
16,57,"acquisition","cs_minus_s",1,"reward"
16,58,"acquisition","cs_minus_s",1,"reward"
16,59,"acquisition","cs_plus_ns",0,NA
16,60,"acquisition","cs_plus_ns",0,NA
16,61,"acquisition","cs_minus_ns",1,"reward"
16,62,"acquisition","cs_plus_s",0,NA
16,63,"acquisition","cs_plus_s",1,"shock"
16,64,"acquisition","cs_plus_ns",0,NA
16,65,"acquisition","cs_plus_ns",0,NA
16,66,"acquisition","cs_minus_ns",1,"reward"
16,67,"acquisition","cs_minus_ns",1,"reward"
16,68,"acquisition","cs_plus_s",0,NA
16,69,"acquisition","cs_plus_ns",0,NA
16,70,"acquisition","cs_minus_s",1,"reward"
16,71,"acquisition","cs_minus_s",1,"reward"
16,72,"acquisition","cs_minus_s",1,"reward"
16,73,"acquisition","cs_plus_ns",0,NA
16,74,"acquisition","cs_plus_s",0,NA
16,75,"acquisition","cs_plus_s",0,NA
16,76,"acquisition","cs_minus_s",1,"reward"
16,77,"acquisition","cs_plus_s",1,"shock"
16,78,"acquisition","cs_plus_ns",0,NA
16,79,"acquisition","cs_minus_ns",1,"reward"
16,80,"acquisition","cs_minus_ns",1,"reward"
16,81,"acquisition","cs_minus_s",1,"reward"
16,82,"acquisition","cs_minus_ns",1,"reward"
16,83,"acquisition","cs_plus_ns",1,"shock"
16,84,"acquisition","cs_plus_s",0,NA
16,85,"acquisition","cs_plus_ns",0,NA
16,86,"acquisition","cs_minus_s",1,"reward"
16,87,"acquisition","cs_plus_s",1,"shock"
16,88,"acquisition","cs_minus_ns",1,"reward"
16,89,"acquisition","cs_minus_ns",1,"reward"
16,90,"acquisition","cs_minus_s",1,"reward"
16,91,"acquisition","cs_plus_ns",0,NA
16,92,"acquisition","cs_plus_s",0,NA
16,93,"acquisition","cs_plus_s",0,NA
16,94,"acquisition","cs_minus_s",1,"reward"
16,95,"acquisition","cs_minus_ns",1,"reward"
16,96,"acquisition","cs_plus_ns",0,NA
16,97,"acquisition","cs_plus_ns",0,NA
16,98,"acquisition","cs_minus_s",1,"reward"
16,99,"acquisition","cs_plus_ns",0,NA
16,100,"acquisition","cs_minus_s",1,"reward"
16,101,"acquisition","cs_minus_ns",1,"reward"
16,102,"acquisition","cs_minus_s",1,"reward"
16,103,"acquisition","cs_plus_ns",0,NA
16,104,"acquisition","cs_plus_s",0,NA
16,105,"acquisition","cs_plus_s",0,NA
16,106,"acquisition","cs_minus_ns",1,"reward"
16,107,"acquisition","cs_plus_ns",0,NA
16,108,"acquisition","cs_minus_s",1,"reward"
16,109,"acquisition","cs_plus_s",0,NA
16,110,"acquisition","cs_minus_ns",1,"reward"
16,111,"acquisition","cs_minus_ns",1,"reward"
16,112,"acquisition","cs_plus_s",0,NA
16,113,"test","cs_plus_ns",NA,NA
16,114,"test","cs_plus_s",NA,NA
16,115,"test","cs_minus_s",NA,NA
16,116,"test","cs_minus_ns",NA,NA
16,117,"test","cs_minus_ns",NA,NA
16,118,"test","cs_minus_s",NA,NA
16,119,"test","cs_plus_ns",NA,NA
16,120,"test","cs_plus_s",NA,NA
16,121,"test","cs_minus_s",NA,NA
16,122,"test","cs_plus_s",NA,NA
16,123,"test","cs_minus_ns",NA,NA
16,124,"test","cs_plus_ns",NA,NA
16,125,"test","cs_plus_s",NA,NA
16,126,"test","cs_minus_s",NA,NA
16,127,"test","cs_minus_ns",NA,NA
16,128,"test","cs_plus_ns",NA,NA
16,129,"test","cs_plus_s",NA,NA
16,130,"test","cs_minus_ns",NA,NA
16,131,"test","cs_minus_s",NA,NA
16,132,"test","cs_plus_ns",NA,NA
16,133,"test","cs_minus_s",NA,NA
16,134,"test","cs_minus_ns",NA,NA
16,135,"test","cs_plus_s",NA,NA
16,136,"test","cs_plus_ns",NA,NA
16,137,"test","cs_minus_s",NA,NA
16,138,"test","cs_plus_s",NA,NA
16,139,"test","cs_plus_ns",NA,NA
16,140,"test","cs_minus_ns",NA,NA
16,141,"test","cs_plus_s",NA,NA
16,142,"test","cs_minus_ns",NA,NA
16,143,"test","cs_plus_ns",NA,NA
16,144,"test","cs_minus_s",NA,NA
16,145,"test","cs_minus_s",NA,NA
16,146,"test","cs_minus_ns",NA,NA
16,147,"test","cs_plus_s",NA,NA
16,148,"test","cs_plus_ns",NA,NA
16,149,"test","cs_plus_s",NA,NA
16,150,"test","cs_minus_ns",NA,NA
16,151,"test","cs_minus_s",NA,NA
16,152,"test","cs_plus_ns",NA,NA
17,1,"acquisition","cs_plus_ns",1,"shock"
17,2,"acquisition","cs_plus_s",1,"shock"
17,3,"acquisition","cs_plus_s",1,"shock"
17,4,"acquisition","cs_minus_ns",0,NA
17,5,"acquisition","cs_plus_ns",0,NA
17,6,"acquisition","cs_minus_s",1,"reward"
17,7,"acquisition","cs_minus_s",1,"reward"
17,8,"acquisition","cs_minus_ns",1,"reward"
17,9,"acquisition","cs_plus_ns",1,"shock"
17,10,"acquisition","cs_minus_ns",1,"reward"
17,11,"acquisition","cs_minus_s",1,"reward"
17,12,"acquisition","cs_plus_ns",1,"shock"
17,13,"acquisition","cs_plus_s",1,"shock"
17,14,"acquisition","cs_minus_ns",1,"reward"
17,15,"acquisition","cs_minus_s",1,"reward"
17,16,"acquisition","cs_plus_s",0,NA
17,17,"acquisition","cs_minus_s",1,"reward"
17,18,"acquisition","cs_plus_ns",0,NA
17,19,"acquisition","cs_plus_ns",1,"shock"
17,20,"acquisition","cs_minus_s",1,"reward"
17,21,"acquisition","cs_minus_ns",1,"reward"
17,22,"acquisition","cs_plus_s",0,NA
17,23,"acquisition","cs_minus_ns",1,"reward"
17,24,"acquisition","cs_plus_s",1,"shock"
17,25,"acquisition","cs_minus_s",1,"reward"
17,26,"acquisition","cs_minus_s",1,"reward"
17,27,"acquisition","cs_plus_ns",0,NA
17,28,"acquisition","cs_plus_s",0,NA
17,29,"acquisition","cs_minus_ns",1,"reward"
17,30,"acquisition","cs_minus_ns",1,"reward"
17,31,"acquisition","cs_plus_s",0,NA
17,32,"acquisition","cs_plus_ns",1,"shock"
17,33,"acquisition","cs_minus_ns",1,"reward"
17,34,"acquisition","cs_plus_s",0,NA
17,35,"acquisition","cs_plus_ns",0,NA
17,36,"acquisition","cs_plus_s",0,NA
17,37,"acquisition","cs_plus_s",1,"shock"
17,38,"acquisition","cs_minus_ns",1,"reward"
17,39,"acquisition","cs_plus_ns",0,NA
17,40,"acquisition","cs_minus_s",1,"reward"
17,41,"acquisition","cs_minus_s",1,"reward"
17,42,"acquisition","cs_plus_s",0,NA
17,43,"acquisition","cs_minus_s",1,"reward"
17,44,"acquisition","cs_minus_ns",1,"reward"
17,45,"acquisition","cs_minus_ns",1,"reward"
17,46,"acquisition","cs_plus_ns",1,"shock"
17,47,"acquisition","cs_minus_s",1,"reward"
17,48,"acquisition","cs_plus_ns",0,NA
17,49,"acquisition","cs_plus_s",0,NA
17,50,"acquisition","cs_minus_s",1,"reward"
17,51,"acquisition","cs_plus_ns",0,NA
17,52,"acquisition","cs_plus_ns",0,NA
17,53,"acquisition","cs_plus_s",1,"shock"
17,54,"acquisition","cs_plus_s",0,NA
17,55,"acquisition","cs_minus_ns",1,"reward"
17,56,"acquisition","cs_minus_ns",1,"reward"
17,57,"acquisition","cs_plus_ns",0,NA
17,58,"acquisition","cs_plus_ns",1,"shock"
17,59,"acquisition","cs_plus_s",0,NA
17,60,"acquisition","cs_minus_ns",1,"reward"
17,61,"acquisition","cs_minus_ns",1,"reward"
17,62,"acquisition","cs_minus_s",1,"reward"
17,63,"acquisition","cs_minus_s",1,"reward"
17,64,"acquisition","cs_minus_s",1,"reward"
17,65,"acquisition","cs_plus_s",0,NA
17,66,"acquisition","cs_minus_s",1,"reward"
17,67,"acquisition","cs_minus_ns",1,"reward"
17,68,"acquisition","cs_minus_s",1,"reward"
17,69,"acquisition","cs_plus_s",1,"shock"
17,70,"acquisition","cs_minus_s",1,"reward"
17,71,"acquisition","cs_minus_ns",1,"reward"
17,72,"acquisition","cs_plus_ns",0,NA
17,73,"acquisition","cs_plus_ns",0,NA
17,74,"acquisition","cs_minus_ns",1,"reward"
17,75,"acquisition","cs_plus_s",0,NA
17,76,"acquisition","cs_plus_ns",0,NA
17,77,"acquisition","cs_minus_s",1,"reward"
17,78,"acquisition","cs_minus_ns",1,"reward"
17,79,"acquisition","cs_plus_s",1,"shock"
17,80,"acquisition","cs_plus_ns",1,"shock"
17,81,"acquisition","cs_plus_s",0,NA
17,82,"acquisition","cs_minus_ns",1,"reward"
17,83,"acquisition","cs_plus_s",0,NA
17,84,"acquisition","cs_plus_s",0,NA
17,85,"acquisition","cs_minus_ns",1,"reward"
17,86,"acquisition","cs_plus_ns",0,NA
17,87,"acquisition","cs_minus_ns",1,"reward"
17,88,"acquisition","cs_minus_s",1,"reward"
17,89,"acquisition","cs_minus_s",1,"reward"
17,90,"acquisition","cs_plus_ns",0,NA
17,91,"acquisition","cs_minus_ns",1,"reward"
17,92,"acquisition","cs_plus_ns",0,NA
17,93,"acquisition","cs_minus_s",1,"reward"
17,94,"acquisition","cs_plus_ns",1,"shock"
17,95,"acquisition","cs_plus_s",0,NA
17,96,"acquisition","cs_minus_s",1,"reward"
17,97,"acquisition","cs_plus_ns",0,NA
17,98,"acquisition","cs_plus_ns",0,NA
17,99,"acquisition","cs_plus_ns",0,NA
17,100,"acquisition","cs_minus_s",1,"reward"
17,101,"acquisition","cs_minus_s",1,"reward"
17,102,"acquisition","cs_minus_s",1,"reward"
17,103,"acquisition","cs_minus_ns",1,"reward"
17,104,"acquisition","cs_plus_s",0,NA
17,105,"acquisition","cs_minus_ns",1,"reward"
17,106,"acquisition","cs_plus_s",1,"shock"
17,107,"acquisition","cs_plus_ns",0,NA
17,108,"acquisition","cs_minus_s",1,"reward"
17,109,"acquisition","cs_plus_s",0,NA
17,110,"acquisition","cs_plus_s",0,NA
17,111,"acquisition","cs_minus_ns",1,"reward"
17,112,"acquisition","cs_minus_ns",1,"reward"
17,113,"test","cs_plus_s",NA,NA
17,114,"test","cs_minus_ns",NA,NA
17,115,"test","cs_minus_s",NA,NA
17,116,"test","cs_plus_ns",NA,NA
17,117,"test","cs_minus_s",NA,NA
17,118,"test","cs_plus_s",NA,NA
17,119,"test","cs_plus_ns",NA,NA
17,120,"test","cs_minus_ns",NA,NA
17,121,"test","cs_plus_s",NA,NA
17,122,"test","cs_minus_s",NA,NA
17,123,"test","cs_plus_ns",NA,NA
17,124,"test","cs_minus_ns",NA,NA
17,125,"test","cs_plus_s",NA,NA
17,126,"test","cs_minus_ns",NA,NA
17,127,"test","cs_plus_ns",NA,NA
17,128,"test","cs_minus_s",NA,NA
17,129,"test","cs_minus_ns",NA,NA
17,130,"test","cs_plus_s",NA,NA
17,131,"test","cs_minus_s",NA,NA
17,132,"test","cs_plus_ns",NA,NA
17,133,"test","cs_minus_ns",NA,NA
17,134,"test","cs_minus_s",NA,NA
17,135,"test","cs_plus_s",NA,NA
17,136,"test","cs_plus_ns",NA,NA
17,137,"test","cs_plus_s",NA,NA
17,138,"test","cs_minus_s",NA,NA
17,139,"test","cs_minus_ns",NA,NA
17,140,"test","cs_plus_ns",NA,NA
17,141,"test","cs_plus_ns",NA,NA
17,142,"test","cs_plus_s",NA,NA
17,143,"test","cs_minus_s",NA,NA
17,144,"test","cs_minus_ns",NA,NA
17,145,"test","cs_minus_s",NA,NA
17,146,"test","cs_plus_ns",NA,NA
17,147,"test","cs_plus_s",NA,NA
17,148,"test","cs_minus_ns",NA,NA
17,149,"test","cs_minus_ns",NA,NA
17,150,"test","cs_plus_s",NA,NA
17,151,"test","cs_minus_s",NA,NA
17,152,"test","cs_plus_ns",NA,NA
18,1,"acquisition","cs_plus_ns",1,"shock"
18,2,"acquisition","cs_minus_ns",1,"reward"
18,3,"acquisition","cs_minus_ns",1,"reward"
18,4,"acquisition","cs_plus_s",1,"shock"
18,5,"acquisition","cs_plus_ns",1,"shock"
18,6,"acquisition","cs_plus_ns",1,"shock"
18,7,"acquisition","cs_plus_s",1,"shock"
18,8,"acquisition","cs_minus_s",1,"reward"
18,9,"acquisition","cs_minus_s",1,"reward"
18,10,"acquisition","cs_minus_s",1,"reward"
18,11,"acquisition","cs_plus_ns",1,"shock"
18,12,"acquisition","cs_plus_s",1,"shock"
18,13,"acquisition","cs_minus_ns",1,"reward"
18,14,"acquisition","cs_minus_s",1,"reward"
18,15,"acquisition","cs_minus_ns",1,"reward"
18,16,"acquisition","cs_plus_s",1,"shock"
18,17,"acquisition","cs_minus_s",1,"reward"
18,18,"acquisition","cs_plus_s",1,"shock"
18,19,"acquisition","cs_plus_s",1,"shock"
18,20,"acquisition","cs_plus_ns",1,"shock"
18,21,"acquisition","cs_minus_s",1,"reward"
18,22,"acquisition","cs_minus_ns",1,"reward"
18,23,"acquisition","cs_plus_s",1,"shock"
18,24,"acquisition","cs_minus_s",1,"reward"
18,25,"acquisition","cs_minus_ns",1,"reward"
18,26,"acquisition","cs_plus_ns",1,"shock"
18,27,"acquisition","cs_minus_ns",1,"reward"
18,28,"acquisition","cs_plus_s",1,"shock"
18,29,"acquisition","cs_plus_ns",1,"shock"
18,30,"acquisition","cs_plus_ns",1,"shock"
18,31,"acquisition","cs_minus_ns",1,"reward"
18,32,"acquisition","cs_minus_s",1,"reward"
18,33,"acquisition","cs_minus_s",0,NA
18,34,"acquisition","cs_plus_s",0,NA
18,35,"acquisition","cs_minus_ns",0,NA
18,36,"acquisition","cs_plus_s",0,NA
18,37,"acquisition","cs_plus_s",0,NA
18,38,"acquisition","cs_plus_ns",1,"shock"
18,39,"acquisition","cs_minus_ns",0,NA
18,40,"acquisition","cs_minus_ns",0,NA
18,41,"acquisition","cs_plus_s",0,NA
18,42,"acquisition","cs_minus_ns",0,NA
18,43,"acquisition","cs_plus_ns",1,"shock"
18,44,"acquisition","cs_minus_s",0,NA
18,45,"acquisition","cs_minus_s",0,NA
18,46,"acquisition","cs_plus_ns",0,NA
18,47,"acquisition","cs_minus_s",0,NA
18,48,"acquisition","cs_plus_ns",0,NA
18,49,"acquisition","cs_plus_ns",1,"shock"
18,50,"acquisition","cs_minus_s",0,NA
18,51,"acquisition","cs_minus_ns",0,NA
18,52,"acquisition","cs_minus_ns",0,NA
18,53,"acquisition","cs_minus_s",0,NA
18,54,"acquisition","cs_plus_s",0,NA
18,55,"acquisition","cs_minus_s",0,NA
18,56,"acquisition","cs_plus_ns",0,NA
18,57,"acquisition","cs_plus_ns",0,NA
18,58,"acquisition","cs_minus_s",0,NA
18,59,"acquisition","cs_plus_s",0,NA
18,60,"acquisition","cs_minus_ns",0,NA
18,61,"acquisition","cs_plus_ns",0,NA
18,62,"acquisition","cs_plus_s",1,"shock"
18,63,"acquisition","cs_plus_s",0,NA
18,64,"acquisition","cs_minus_ns",0,NA
18,65,"acquisition","cs_minus_s",0,NA
18,66,"acquisition","cs_plus_ns",0,NA
18,67,"acquisition","cs_minus_ns",0,NA
18,68,"acquisition","cs_plus_s",0,NA
18,69,"acquisition","cs_minus_s",0,NA
18,70,"acquisition","cs_plus_ns",0,NA
18,71,"acquisition","cs_plus_s",0,NA
18,72,"acquisition","cs_plus_s",0,NA
18,73,"acquisition","cs_plus_s",0,NA
18,74,"acquisition","cs_plus_ns",0,NA
18,75,"acquisition","cs_minus_s",0,NA
18,76,"acquisition","cs_minus_ns",0,NA
18,77,"acquisition","cs_plus_ns",0,NA
18,78,"acquisition","cs_minus_s",0,NA
18,79,"acquisition","cs_minus_ns",0,NA
18,80,"acquisition","cs_minus_ns",0,NA
18,81,"acquisition","cs_plus_s",0,NA
18,82,"acquisition","cs_minus_s",0,NA
18,83,"acquisition","cs_minus_ns",0,NA
18,84,"acquisition","cs_plus_s",0,NA
18,85,"acquisition","cs_plus_s",0,NA
18,86,"acquisition","cs_minus_ns",0,NA
18,87,"acquisition","cs_plus_ns",0,NA
18,88,"acquisition","cs_minus_s",0,NA
18,89,"acquisition","cs_minus_ns",0,NA
18,90,"acquisition","cs_minus_s",0,NA
18,91,"acquisition","cs_plus_ns",1,"shock"
18,92,"acquisition","cs_plus_ns",0,NA
18,93,"acquisition","cs_plus_s",0,NA
18,94,"acquisition","cs_plus_ns",0,NA
18,95,"acquisition","cs_minus_s",0,NA
18,96,"acquisition","cs_minus_ns",0,NA
18,97,"acquisition","cs_plus_ns",0,NA
18,98,"acquisition","cs_minus_s",0,NA
18,99,"acquisition","cs_minus_s",0,NA
18,100,"acquisition","cs_plus_ns",1,"shock"
18,101,"acquisition","cs_minus_ns",0,NA
18,102,"acquisition","cs_plus_ns",0,NA
18,103,"acquisition","cs_plus_ns",0,NA
18,104,"acquisition","cs_minus_s",0,NA
18,105,"acquisition","cs_plus_s",0,NA
18,106,"acquisition","cs_plus_s",0,NA
18,107,"acquisition","cs_minus_ns",0,NA
18,108,"acquisition","cs_minus_s",0,NA
18,109,"acquisition","cs_minus_ns",0,NA
18,110,"acquisition","cs_plus_s",0,NA
18,111,"acquisition","cs_plus_s",0,NA
18,112,"acquisition","cs_minus_ns",0,NA
18,113,"test","cs_minus_ns",NA,NA
18,114,"test","cs_minus_s",NA,NA
18,115,"test","cs_plus_ns",NA,NA
18,116,"test","cs_plus_s",NA,NA
18,117,"test","cs_minus_ns",NA,NA
18,118,"test","cs_minus_s",NA,NA
18,119,"test","cs_plus_s",NA,NA
18,120,"test","cs_plus_ns",NA,NA
18,121,"test","cs_plus_s",NA,NA
18,122,"test","cs_minus_s",NA,NA
18,123,"test","cs_plus_ns",NA,NA
18,124,"test","cs_minus_ns",NA,NA
18,125,"test","cs_minus_s",NA,NA
18,126,"test","cs_plus_s",NA,NA
18,127,"test","cs_minus_ns",NA,NA
18,128,"test","cs_plus_ns",NA,NA
18,129,"test","cs_minus_ns",NA,NA
18,130,"test","cs_plus_s",NA,NA
18,131,"test","cs_plus_ns",NA,NA
18,132,"test","cs_minus_s",NA,NA
18,133,"test","cs_minus_ns",NA,NA
18,134,"test","cs_minus_s",NA,NA
18,135,"test","cs_plus_s",NA,NA
18,136,"test","cs_plus_ns",NA,NA
18,137,"test","cs_minus_ns",NA,NA
18,138,"test","cs_plus_ns",NA,NA
18,139,"test","cs_plus_s",NA,NA
18,140,"test","cs_minus_s",NA,NA
18,141,"test","cs_minus_ns",NA,NA
18,142,"test","cs_plus_s",NA,NA
18,143,"test","cs_plus_ns",NA,NA
18,144,"test","cs_minus_s",NA,NA
18,145,"test","cs_minus_ns",NA,NA
18,146,"test","cs_plus_s",NA,NA
18,147,"test","cs_plus_ns",NA,NA
18,148,"test","cs_minus_s",NA,NA
18,149,"test","cs_plus_s",NA,NA
18,150,"test","cs_plus_ns",NA,NA
18,151,"test","cs_minus_ns",NA,NA
18,152,"test","cs_minus_s",NA,NA
19,1,"acquisition","cs_minus_s",1,"reward"
19,2,"acquisition","cs_minus_s",1,"reward"
19,3,"acquisition","cs_plus_s",1,"shock"
19,4,"acquisition","cs_minus_ns",1,"reward"
19,5,"acquisition","cs_plus_s",1,"shock"
19,6,"acquisition","cs_minus_ns",1,"reward"
19,7,"acquisition","cs_plus_ns",1,"shock"
19,8,"acquisition","cs_minus_s",1,"reward"
19,9,"acquisition","cs_plus_ns",1,"shock"
19,10,"acquisition","cs_plus_ns",1,"shock"
19,11,"acquisition","cs_minus_s",1,"reward"
19,12,"acquisition","cs_plus_s",1,"shock"
19,13,"acquisition","cs_minus_ns",1,"reward"
19,14,"acquisition","cs_plus_ns",1,"shock"
19,15,"acquisition","cs_minus_ns",1,"reward"
19,16,"acquisition","cs_plus_s",0,NA
19,17,"acquisition","cs_minus_s",1,"reward"
19,18,"acquisition","cs_minus_s",1,"reward"
19,19,"acquisition","cs_minus_s",1,"reward"
19,20,"acquisition","cs_plus_s",0,NA
19,21,"acquisition","cs_minus_ns",1,"reward"
19,22,"acquisition","cs_minus_ns",1,"reward"
19,23,"acquisition","cs_plus_s",0,NA
19,24,"acquisition","cs_plus_ns",1,"shock"
19,25,"acquisition","cs_plus_s",1,"shock"
19,26,"acquisition","cs_minus_s",0,NA
19,27,"acquisition","cs_plus_ns",1,"shock"
19,28,"acquisition","cs_minus_ns",1,"reward"
19,29,"acquisition","cs_minus_ns",1,"reward"
19,30,"acquisition","cs_plus_ns",1,"shock"
19,31,"acquisition","cs_plus_s",1,"shock"
19,32,"acquisition","cs_plus_ns",0,NA
19,33,"acquisition","cs_minus_s",1,"reward"
19,34,"acquisition","cs_plus_ns",1,"shock"
19,35,"acquisition","cs_plus_s",1,"shock"
19,36,"acquisition","cs_plus_s",0,NA
19,37,"acquisition","cs_minus_ns",1,"reward"
19,38,"acquisition","cs_minus_ns",1,"reward"
19,39,"acquisition","cs_minus_s",1,"reward"
19,40,"acquisition","cs_plus_ns",1,"shock"
19,41,"acquisition","cs_plus_ns",1,"shock"
19,42,"acquisition","cs_minus_s",1,"reward"
19,43,"acquisition","cs_minus_ns",1,"reward"
19,44,"acquisition","cs_plus_s",1,"shock"
19,45,"acquisition","cs_plus_s",0,NA
19,46,"acquisition","cs_minus_ns",1,"reward"
19,47,"acquisition","cs_minus_s",1,"reward"
19,48,"acquisition","cs_plus_ns",0,NA
19,49,"acquisition","cs_minus_ns",1,"reward"
19,50,"acquisition","cs_plus_ns",0,NA
19,51,"acquisition","cs_minus_ns",1,"reward"
19,52,"acquisition","cs_plus_s",1,"shock"
19,53,"acquisition","cs_plus_ns",1,"shock"
19,54,"acquisition","cs_minus_s",1,"reward"
19,55,"acquisition","cs_minus_ns",1,"reward"
19,56,"acquisition","cs_minus_s",1,"reward"
19,57,"acquisition","cs_minus_s",1,"reward"
19,58,"acquisition","cs_plus_ns",1,"shock"
19,59,"acquisition","cs_plus_s",0,NA
19,60,"acquisition","cs_plus_ns",1,"shock"
19,61,"acquisition","cs_minus_s",1,"reward"
19,62,"acquisition","cs_plus_s",1,"shock"
19,63,"acquisition","cs_minus_ns",1,"reward"
19,64,"acquisition","cs_plus_s",0,NA
19,65,"acquisition","cs_minus_ns",1,"reward"
19,66,"acquisition","cs_minus_ns",1,"reward"
19,67,"acquisition","cs_plus_s",1,"shock"
19,68,"acquisition","cs_minus_s",1,"reward"
19,69,"acquisition","cs_minus_s",1,"reward"
19,70,"acquisition","cs_minus_ns",1,"reward"
19,71,"acquisition","cs_plus_ns",0,NA
